name,window_shape,window_duration,window_overlap,window_len,number_parallel_jobs,number_cross_validations,my_test_size,audio_fs,downsample_factor,load_date_time,num_samples,freq1,freq2,stand2,classifier,params,mean_score,std_dev,acc,acc_dev
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Rt,FreqControl2,FeatureScaler2,rbf_svm,"{'rbf_svm__C': 10.0, 'rbf_svm__class_weight': 'balanced', 'rbf_svm__gamma': 0.001}",0.8578891383593041,0.015511602429860124,0.857717803030303,0.015562821069777423
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Rt,FreqControl2,FeatureScaler2,MLPClass1,None,0.8507029353142914,0.01612303408616767,0.8508049242424243,0.01612485307109831
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Rt,FreqControl2,FeatureScaler2,MLPClass2,None,0.8548742253801991,0.016668502207864543,0.8550189393939395,0.016746644367352365
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Rt,FreqControl2,FeatureScaler2,MLPClass3,None,0.8509195562742614,0.015521621213891307,0.8510653409090909,0.015463449017963744
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Rt,FreqControl2,FeatureScaler2,K5N,None,0.7043385689381061,0.029249599199624967,0.7090198863636363,0.02764518034989093
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Rt,FreqControl2,FeatureScaler2,K10N,None,0.6966371008812632,0.030403945450703886,0.7025804924242425,0.02828760918617266
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Rt,FreqControl2,FeatureScaler2,K15N,None,0.6768452328571433,0.03542421766657389,0.6837357954545455,0.03239168471206321
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Mag,FreqControl2,FeatureScaler2,rbf_svm,"{'rbf_svm__C': 3.1622776601683795, 'rbf_svm__class_weight': 'balanced', 'rbf_svm__gamma': 0.001}",0.8686701870588818,0.015738416604110343,0.8686316287878788,0.01579622024954447
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Mag,FreqControl2,FeatureScaler2,MLPClass1,None,0.8711254924113719,0.016110191174545572,0.8711174242424242,0.01617877704157719
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Mag,FreqControl2,FeatureScaler2,MLPClass2,None,0.8759748815247596,0.016670641951620543,0.8761126893939394,0.01670386836285803
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Mag,FreqControl2,FeatureScaler2,MLPClass3,None,0.8740135660079124,0.015432001813181379,0.8741240530303032,0.015346150870985176
Concrete Tool Wear,hamming,0.4,0.5,1102,20,120,0.5,2756,16,1672907858.9913597,704,FFT_Mag,FreqControl2,FeatureScaler2,K5N,None,0.7092956068971579,0.026494865362137264,0.7142045454545456,0.024846182277370715
