name,window_shape,window_duration,window_overlap,window_len,number_parallel_jobs,number_cross_validations,my_test_size,audio_fs,downsample_factor,load_date_time,num_samples,freq1,freq2,stand2,classifier,params,mean_score,std_dev,acc,acc_dev
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Rt,FreqControl2,FeatureScaler2,rbf_svm,"{'rbf_svm__C': 31.622776601683793, 'rbf_svm__class_weight': 'balanced', 'rbf_svm__gamma': 0.0001}",0.9231363414354479,0.0164238254850255,0.9230723606168446,0.016483075914030414
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Rt,FreqControl2,FeatureScaler2,MLPClass1,None,0.892783339878415,0.022261822093096496,0.8926749703440094,0.022408608833903387
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Rt,FreqControl2,FeatureScaler2,MLPClass2,None,0.8954657060390516,0.024533758096950353,0.8952846975088968,0.024705398095908458
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Rt,FreqControl2,FeatureScaler2,MLPClass3,None,0.8932021518198695,0.02440582754787993,0.8931494661921707,0.02444688119599461
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Rt,FreqControl2,FeatureScaler2,K5N,None,0.7019388103165969,0.0318380091980041,0.7094602609727165,0.030477803541008576
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Rt,FreqControl2,FeatureScaler2,K10N,None,0.6715215609513163,0.03373429033794751,0.681049822064057,0.03126837128800207
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Rt,FreqControl2,FeatureScaler2,K15N,None,0.655769830728689,0.04016073259667076,0.664976275207592,0.037265569465523625
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Mag,FreqControl2,FeatureScaler2,rbf_svm,"{'rbf_svm__C': 31.622776601683793, 'rbf_svm__class_weight': 'balanced', 'rbf_svm__gamma': 0.0001}",0.9291290280764997,0.014255079380729799,0.929270462633452,0.014194504585795327
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Mag,FreqControl2,FeatureScaler2,MLPClass1,None,0.9148305320913064,0.018524272938729117,0.9148576512455515,0.01860636318947762
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Mag,FreqControl2,FeatureScaler2,MLPClass2,None,0.9184011780644127,0.020106069874647366,0.9183867141162516,0.02015071636307101
Concrete Tool Wear,hamming,0.5,0.5,2756,10,120,0.5,5512,8,1673122540.7908967,561,FFT_Mag,FreqControl2,FeatureScaler2,MLPClass3,None,0.9131541102693388,0.020054214500573674,0.9131672597864768,0.020096523706043413
