application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,stand1,fft,stand2,classifier,mean_score,std_dev
cap wear,100,5442,0.75,0.2,0.5,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.8860928840837624,0.0034871500942953875
sg mat.,100,502,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.5298878372752277,0.014408407412820881
sg mat.,100,502,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.5292211044353564,0.014368564008615312
sg mat.,100,502,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.5309121744550371,0.014311477729482545
sg mat.,100,502,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.2666486332469332,0.23002858061217402
sg mat.,100,502,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.5209642645541278,0.014424525778024588
sg mat.,100,502,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.5284492503903049,0.014281037075178712
sg mat.,100,502,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.5304552275257514,0.014398827576561194
sg mat.,100,502,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.2666486332469332,0.23002858061217402
sg mat.,100,502,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.5332586377242629,0.015494830303193808
sg mat.,100,502,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.5311452105876875,0.015027440001787414
sg mat.,100,502,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.5340186703325904,0.015505127882853484
sg mat.,100,502,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.5204824579090023,0.013877551834364241
sg mat.,100,502,0.75,0.2,0.5,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.5304391431396323,0.014178836793237677
sg mat.,100,502,0.75,0.2,0.5,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.5304391431396323,0.014178836793237677
sg mat.,100,502,0.75,0.2,0.5,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.5304391431396323,0.014178836793237677
sg mat.,100,502,0.75,0.2,0.5,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.3328188529027092,0.19527049246115993
sg wear,100,5347,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.859569508846091,0.0051955399702675615
sg wear,100,5347,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.8219735776686915,0.007279207132063236
sg wear,100,5347,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.8656407244361166,0.006658020143747783
sg wear,100,5347,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.34849451933998327,0.06901437132727964
sg wear,100,5347,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.8035416581032453,0.00720049717992982
sg wear,100,5347,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.7515433589508475,0.007104595715717913
sg wear,100,5347,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.8387880857958138,0.006691202103812202
sg wear,100,5347,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.2295771758480345,0.06269980727567634
sg wear,100,5347,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.8557560975483178,0.006207719463946416
sg wear,100,5347,0.75,0.2,0.5,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.8238768915861953,0.006343683927924214
sg wear,100,5347,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.8543533023263831,0.006312166502783028
sg wear,100,5347,0.75,0.2,0.5,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.5166356414190342,0.03314978213849113
sg wear,100,5347,0.75,0.2,0.5,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.9344967542334767,0.0036627758726216087
sg wear,100,5347,0.75,0.2,0.5,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.9344967542334767,0.0036627758726216087
sg wear,100,5347,0.75,0.2,0.5,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.9344967542334767,0.0036627758726216087
sg wear,100,5347,0.75,0.2,0.5,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.3877738178893599,0.027966058466091535
