application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,stand1,fft,stand2,classifier,mean_score,std_dev
cap wear,100,22290,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.9355496602757368,0.0026907547172781653
cap wear,100,22290,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.9150520457857166,0.003257492030037297
cap wear,100,22290,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.9642313590757644,0.002077567970041633
cap wear,100,22290,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.7474179477881822,0.005303906485381195
cap wear,100,22290,0.25,0.05,0.5,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.9645540266466185,0.0020322738115161744
cap wear,100,22290,0.25,0.05,0.5,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.9645540266466185,0.0020322738115161744
cap wear,100,22290,0.25,0.05,0.5,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.9645540266466185,0.0020322738115161744
cap wear,100,22290,0.25,0.05,0.5,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.9368466321889612,0.002948059382198762
sg mat.,100,2256,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.607646001587796,0.020865350261071353
sg mat.,100,2256,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.6075616315233462,0.020944698092957053
sg mat.,100,2256,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.6072172146520693,0.020787320394638518
sg mat.,100,2256,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.5908150806178571,0.02076233962325807
sg mat.,100,2256,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.6040497327661888,0.020853834101302288
sg mat.,100,2256,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.6051598821418637,0.020725131328182666
sg mat.,100,2256,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.6058255325383037,0.020876004052641707
sg mat.,100,2256,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.20064826533655483,0.19179496183225828
sg mat.,100,2256,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.6082636899569183,0.020928849971993426
sg mat.,100,2256,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.6080124002548473,0.020877739912603235
sg mat.,100,2256,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.6083071696033648,0.020921704432561593
sg mat.,100,2256,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.6030782361025008,0.020866687367412352
sg mat.,100,2256,0.25,0.05,0.5,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.6042086565201258,0.020456166867503664
sg mat.,100,2256,0.25,0.05,0.5,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.6042086565201258,0.020456166867503664
sg mat.,100,2256,0.25,0.05,0.5,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.6042086565201258,0.020456166867503664
sg mat.,100,2256,0.25,0.05,0.5,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.5828709666316396,0.020336180543624693
sg wear,100,22890,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.9173625813433824,0.0031662240618331107
sg wear,100,22890,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.9096051813487894,0.003547553711202673
sg wear,100,22890,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.9253626075667065,0.003096891889059984
sg wear,100,22890,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.48550995452979123,0.00526320079752095
sg wear,100,22890,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.8813904547187353,0.0036674485186253803
sg wear,100,22890,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.8610726269067066,0.004715737729014095
sg wear,100,22890,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.9104193507769623,0.0034274191218244426
sg wear,100,22890,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.4412044413403536,0.005222222426902586
sg wear,100,22890,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.9160913605312309,0.0030407260101829956
sg wear,100,22890,0.25,0.05,0.5,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.9039908097850774,0.003252451533746009
sg wear,100,22890,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.922578907611326,0.0029565379102350566
sg wear,100,22890,0.25,0.05,0.5,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.582090421704886,0.005270560339179571
sg wear,100,22890,0.25,0.05,0.5,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.9507508219399021,0.002321489045421967
sg wear,100,22890,0.25,0.05,0.5,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.9507508219399021,0.002321489045421967
sg wear,100,22890,0.25,0.05,0.5,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.9507508219399021,0.002321489045421967
sg wear,100,22890,0.25,0.05,0.5,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.5561324444908249,0.0046596563024558744
