application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,stand1,fft,stand2,classifier,mean_score,std_dev
cap mat.,100,320,0.25,0.2,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.694829056868519,0.1494301211528556
cap mat.,100,320,0.25,0.2,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.5819895581728136,0.1448076167504592
cap mat.,100,320,0.25,0.2,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.8077200330208433,0.12912711738948285
cap mat.,100,320,0.25,0.2,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.3584701805872722,0.20262922566922179
cap mat.,100,320,0.25,0.2,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.7054896589679055,0.1267053433021772
cap mat.,100,320,0.25,0.2,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.5522699519133503,0.09906521012663758
cap mat.,100,320,0.25,0.2,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.8401203277006007,0.12569970423186014
cap mat.,100,320,0.25,0.2,0.25,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.3584701805872722,0.20262922566922179
cap mat.,100,320,0.25,0.2,0.25,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.5982982486535033,0.14268239067063662
cap mat.,100,320,0.25,0.2,0.25,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.6189698301423394,0.14962303063920598
cap mat.,100,320,0.25,0.2,0.25,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.7261313993568906,0.1445484669780261
cap mat.,100,320,0.25,0.2,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.3584701805872722,0.20262922566922179
cap mat.,100,320,0.25,0.2,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.5533751248952382,0.13530778067870258
cap mat.,100,320,0.25,0.2,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.5533751248952382,0.13530778067870258
cap mat.,100,320,0.25,0.2,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.5533751248952382,0.13530778067870258
