application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,stand1,fft,stand2,classifier,mean_score,std_dev
cap wear,100,14338,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.665770721742288,0.004985358580885137
cap wear,100,14338,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.8994594723279082,0.004109283917358867
cap wear,100,14338,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.8644095204346703,0.0048962516152288495
cap wear,100,14338,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.9517228794965235,0.0031930611005605443
cap wear,100,14338,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.8597299911933541,0.004340451285161873
cap wear,100,14338,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.9431103946172632,0.0029903002023712517
cap wear,100,14338,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.925015322521308,0.003551638227793927
cap wear,100,14338,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.9696313060093,0.002596315387761504
cap wear,100,14338,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.7248816180498445,0.009037829666752619
cap wear,100,14338,0.25,0.15,0.75,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.9746879145284392,0.00237337683948495
cap wear,100,14338,0.25,0.15,0.75,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.9746879145284392,0.00237337683948495
cap wear,100,14338,0.25,0.15,0.75,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.9746879145284392,0.00237337683948495
cap wear,100,14338,0.25,0.15,0.75,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.9428642524839072,0.003452104854204273
sg mat.,100,1379,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.5706400489246916,0.022605884103352847
sg mat.,100,1379,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.5706581553479734,0.022556419378740904
sg mat.,100,1379,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.5709942335411052,0.02259635364973964
sg mat.,100,1379,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.5546575284265837,0.022206693177702127
sg mat.,100,1379,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.5667498160152266,0.022378865595240393
sg mat.,100,1379,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.5676200662593147,0.02265663982510594
sg mat.,100,1379,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.5709942335411052,0.02259635364973964
sg mat.,100,1379,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.2889707012000494,0.21073491320791324
sg mat.,100,1379,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.5720398446968495,0.022557948000195546
sg mat.,100,1379,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.5716786350679449,0.02251688071978309
sg mat.,100,1379,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.5719371680231725,0.022691352454079564
sg mat.,100,1379,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.5621732577552637,0.022159467876163585
sg mat.,100,1379,0.25,0.15,0.75,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.5705578569813413,0.022707515796158224
sg mat.,100,1379,0.25,0.15,0.75,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.5705578569813413,0.022707515796158224
sg mat.,100,1379,0.25,0.15,0.75,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.5705578569813413,0.022707515796158224
sg mat.,100,1379,0.25,0.15,0.75,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.5561992954187311,0.02224094177105084
sg wear,100,14402,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.9255711134268241,0.003996246029241023
sg wear,100,14402,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.9168472803545847,0.004393114556500552
sg wear,100,14402,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.9294263632549596,0.004515231919613398
sg wear,100,14402,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.487202620452465,0.006583757121451376
sg wear,100,14402,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.8912273331845673,0.004949929329738636
sg wear,100,14402,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.8646747249375831,0.005332734873558174
sg wear,100,14402,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.9076005741084867,0.004718976008044275
sg wear,100,14402,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.4338971848558243,0.007693287392246674
sg wear,100,14402,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.9260531805753935,0.003747629824226139
sg wear,100,14402,0.25,0.15,0.75,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.9148369209375333,0.004442198561849007
sg wear,100,14402,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.9255369545180752,0.00452144537696928
sg wear,100,14402,0.25,0.15,0.75,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.5879429491988216,0.014356487910913422
sg wear,100,14402,0.25,0.15,0.75,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.9595666452552759,0.003280437339851261
sg wear,100,14402,0.25,0.15,0.75,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.9595666452552759,0.003280437339851261
sg wear,100,14402,0.25,0.15,0.75,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.9595666452552759,0.003280437339851261
sg wear,100,14402,0.25,0.15,0.75,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.5583563782342563,0.005748085852322614
