application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,stand1,fft,stand2,mean_score,std_dev
sg mat.,100,385,0.25,0.25,0.5,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,0.49790338979660637,0.04740897636001123
sg mat.,100,385,0.25,0.25,0.5,boxcar,FeatureScaler1,FreqControl,ScaleControl2,0.49790338979660637,0.04740897636001123
sg mat.,100,385,0.25,0.25,0.5,boxcar,ScaleControl1,FreqControl,FeatureScaler2,0.49790338979660637,0.04740897636001123
sg mat.,100,385,0.25,0.25,0.5,boxcar,ScaleControl1,FreqControl,ScaleControl2,0.4736467465025765,0.04166119951535511
sg wear,100,4159,0.25,0.25,0.5,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,0.9064020087227317,0.008070152109910432
sg wear,100,4159,0.25,0.25,0.5,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,0.8804939624945686,0.008870694111480313
sg wear,100,4159,0.25,0.25,0.5,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,0.9034663007514215,0.009515999291135935
sg wear,100,4159,0.25,0.25,0.5,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,0.48003860839767687,0.01593332810959854
sg wear,100,4159,0.25,0.25,0.5,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,0.8624065207835326,0.010577347211067957
sg wear,100,4159,0.25,0.25,0.5,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,0.8123546721894469,0.010416490156750047
sg wear,100,4159,0.25,0.25,0.5,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,0.8788917415207652,0.009845075109101067
sg wear,100,4159,0.25,0.25,0.5,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,0.3244273542468965,0.04392572301811
sg wear,100,4159,0.25,0.25,0.5,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,0.9029032707728055,0.007681427985322141
sg wear,100,4159,0.25,0.25,0.5,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,0.8814964797285217,0.008831275154765911
sg wear,100,4159,0.25,0.25,0.5,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,0.8982021556950598,0.010021351275934455
sg wear,100,4159,0.25,0.25,0.5,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,0.5818284702957449,0.016451160529704502
sg wear,100,4159,0.25,0.25,0.5,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,0.9527576175680927,0.006577477111352053
sg wear,100,4159,0.25,0.25,0.5,boxcar,FeatureScaler1,FreqControl,ScaleControl2,0.9527576175680927,0.006577477111352053
sg wear,100,4159,0.25,0.25,0.5,boxcar,ScaleControl1,FreqControl,FeatureScaler2,0.9527576175680927,0.006577477111352053
sg wear,100,4159,0.25,0.25,0.5,boxcar,ScaleControl1,FreqControl,ScaleControl2,0.4496540735078986,0.022180079174987537
