application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,stand1,fft,stand2,classifier,mean_score,std_dev
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,linear_svm,0.5113013609288789,0.09985032367317224
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,linear_svm,0.56801153092482,0.18150133936219195
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,linear_svm,0.6431921740806652,0.20492119763585312
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.27373846418732783,0.23848384429143998
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,linear_svm,0.609960513178741,0.20596178165994336
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,linear_svm,0.4940623425152206,0.056255583299723404
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.5476368477402427,0.15907586648592087
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,linear_svm,0.5370852421422339,0.14280440617295426
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.6769421135127217,0.23801746786785286
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,linear_svm,0.5977984706207092,0.14499181750285248
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.27373846418732783,0.23848384429143998
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,linear_svm,0.5669207604491917,0.15253065593827467
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,linear_svm,0.5739252976495353,0.18598302150702958
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,linear_svm,0.5942125496908673,0.20291888155075313
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,linear_svm,0.6042518507748416,0.20599472622107642
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.27373846418732783,0.23848384429143998
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,linear_svm,0.54359877867035,0.15217019204932436
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,linear_svm,0.5681353750471594,0.14131115857277732
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,linear_svm,0.5681353750471594,0.14131115857277732
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.6096657182856885,0.21335557238909017
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,linear_svm,0.5681353750471594,0.14131115857277732
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.5587845890567903,0.1263445221979338
cap mat.,100,245,0.25,0.25,0.25,boxcar,ScaleControl1,FreqControl,ScaleControl2,linear_svm,0.6234255744930202,0.21441518861470465
cap wear,100,2792,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.9069157031939925,0.010519660882482898
cap wear,100,2792,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,linear_svm,0.8598505051747766,0.010585758705741561
cap wear,100,2792,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.9069548133420124,0.00962016190969807
cap wear,100,2792,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,linear_svm,0.8624295146460942,0.010980535090245096
cap wear,100,2792,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.9236549745583007,0.010201475319914985
cap wear,100,2792,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,linear_svm,0.9274728368071878,0.009261134204222955
cap wear,100,2792,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.51682257477035,0.017229867585095832
cap wear,100,2792,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,linear_svm,0.8435103758750688,0.05083411820095151
cap wear,100,2792,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.8810798836279327,0.011949815326424017
cap wear,100,2792,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,linear_svm,0.8626627567937168,0.01080983537477928
cap wear,100,2792,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.85517560338413,0.01165664458649064
cap wear,100,2792,0.25,0.25,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,linear_svm,0.8634273989765552,0.012495893622936129
cap wear,100,2792,0.25,0.25,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.9191669659835432,0.010697992786115473
