application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,stand1,fft,stand2,classifier,mean_score,std_dev
cap wear,100,14802,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.7308071007336838,0.00593722011680796
cap wear,100,14802,0.25,0.05,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.9620045284084747,0.0029874996483064786
cap wear,100,14802,0.25,0.05,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.9620045284084747,0.0029874996483064786
cap wear,100,14802,0.25,0.05,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.9620045284084747,0.0029874996483064786
cap wear,100,14802,0.25,0.05,0.25,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.9312550398714191,0.0039850801693424275
sg mat.,100,1543,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.6030858065539607,0.025785433447949157
sg mat.,100,1543,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.6026974069176757,0.025992320575919863
sg mat.,100,1543,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.6019321867592039,0.025862325667174176
sg mat.,100,1543,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.5821058284621923,0.025397436578914453
sg mat.,100,1543,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.5995637156496373,0.02585338458476086
sg mat.,100,1543,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.6008396674635207,0.025870018270794947
sg mat.,100,1543,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.6004469700131239,0.025966837234396283
sg mat.,100,1543,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.33968810038468056,0.19618456959958636
sg mat.,100,1543,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.6037003964459908,0.02585610739593744
sg mat.,100,1543,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.6036575285197545,0.02584631626887532
sg mat.,100,1543,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.6033670133466384,0.02589490039740419
sg mat.,100,1543,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.5970943452769458,0.02611106844322452
sg mat.,100,1543,0.25,0.05,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.6004794281056488,0.025797790456605216
sg mat.,100,1543,0.25,0.05,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.6004794281056488,0.025797790456605216
sg mat.,100,1543,0.25,0.05,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.6004794281056488,0.025797790456605216
sg mat.,100,1543,0.25,0.05,0.25,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.5700135812562845,0.024435684838918965
sg wear,100,15662,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,rbf_svm,0.910763241991305,0.003771856336344656
sg wear,100,15662,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,rbf_svm,0.9003759667152181,0.004153741075138049
sg wear,100,15662,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,rbf_svm,0.9179328577162758,0.003407186225450923
sg wear,100,15662,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,rbf_svm,0.4688423017045531,0.0074219190930636695
sg wear,100,15662,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,rbf_svm,0.8715487489464916,0.004218637937851148
sg wear,100,15662,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,rbf_svm,0.8472218511134275,0.004886849807409668
sg wear,100,15662,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,rbf_svm,0.9015144691081152,0.004129953573174979
sg wear,100,15662,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,rbf_svm,0.4242275786407963,0.008712156637650167
sg wear,100,15662,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,rbf_svm,0.9071703376402946,0.0038112692199128093
sg wear,100,15662,0.25,0.05,0.25,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,rbf_svm,0.8936925510122018,0.00405322173202466
sg wear,100,15662,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,rbf_svm,0.9143759284100755,0.003750289895600072
sg wear,100,15662,0.25,0.05,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,rbf_svm,0.5694304313792071,0.006618653598294386
sg wear,100,15662,0.25,0.05,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,rbf_svm,0.947476190549341,0.0026389512132464366
sg wear,100,15662,0.25,0.05,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,rbf_svm,0.947476190549341,0.0026389512132464366
sg wear,100,15662,0.25,0.05,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,rbf_svm,0.947476190549341,0.0026389512132464366
sg wear,100,15662,0.25,0.05,0.25,boxcar,ScaleControl1,FreqControl,ScaleControl2,rbf_svm,0.5530002287003244,0.006289861461474853
