application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,stand1,fft,stand2,mean_score,std_dev
cap wear,100,8376,0.25,0.25,0.75,boxcar,FeatureScaler1,FreqControl,ScaleControl2,0.9789884200734673,0.0026781686369528207
cap wear,100,8376,0.25,0.25,0.75,boxcar,ScaleControl1,FreqControl,FeatureScaler2,0.9789884200734673,0.0026781686369528207
cap wear,100,8376,0.25,0.25,0.75,boxcar,ScaleControl1,FreqControl,ScaleControl2,0.9303686470868746,0.004805669037515896
sg mat.,100,783,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,0.4896535747941927,0.03230152496572511
sg mat.,100,783,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,0.4896246397975441,0.03229352089973646
sg mat.,100,783,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,0.4898560624019489,0.032386242973711545
sg mat.,100,783,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,0.4716826929598922,0.029119673825300146
sg mat.,100,783,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,0.48782202300834177,0.032087380666674645
sg mat.,100,783,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,0.48793615178538063,0.03217031648953202
sg mat.,100,783,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,0.4897896923711345,0.03232042287871361
sg mat.,100,783,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,0.07983320688448439,0.16681401281067346
sg mat.,100,783,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,0.4935613959163572,0.03328927672203739
sg mat.,100,783,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,0.49144581785379915,0.03290297976084294
sg mat.,100,783,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,0.49382004573265886,0.033374792917626066
sg mat.,100,783,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,0.4823090004767294,0.031208256584216398
sg mat.,100,783,0.25,0.25,0.75,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,0.48975555278576643,0.03227873801779672
sg mat.,100,783,0.25,0.25,0.75,boxcar,FeatureScaler1,FreqControl,ScaleControl2,0.48975555278576643,0.03227873801779672
sg mat.,100,783,0.25,0.25,0.75,boxcar,ScaleControl1,FreqControl,FeatureScaler2,0.48975555278576643,0.03227873801779672
sg mat.,100,783,0.25,0.25,0.75,boxcar,ScaleControl1,FreqControl,ScaleControl2,0.47453044634282265,0.02960125214292901
sg wear,100,8442,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,0.9298939608888251,0.00541651828284188
sg wear,100,8442,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,0.9127367038405347,0.005518833974014771
sg wear,100,8442,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,0.9248897776119159,0.005907751954547122
sg wear,100,8442,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,0.49515080673270306,0.00980767228051686
sg wear,100,8442,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,0.8923033883918721,0.006868980718449377
sg wear,100,8442,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,0.8523557114761374,0.008182340494971718
sg wear,100,8442,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,0.9007731106426098,0.005935660705517506
sg wear,100,8442,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,0.44191524181270103,0.007607575795289975
sg wear,100,8442,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,0.9275226009258708,0.005026995018199677
sg wear,100,8442,0.25,0.25,0.75,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,0.9142469260860677,0.005614377085616971
sg wear,100,8442,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,0.921156248640236,0.005698339081440109
sg wear,100,8442,0.25,0.25,0.75,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,0.6458532077773189,0.03461399363094262
sg wear,100,8442,0.25,0.25,0.75,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,0.9615023591141981,0.004286662215937894
sg wear,100,8442,0.25,0.25,0.75,boxcar,FeatureScaler1,FreqControl,ScaleControl2,0.9615023591141981,0.004286662215937894
sg wear,100,8442,0.25,0.25,0.75,boxcar,ScaleControl1,FreqControl,FeatureScaler2,0.9615023591141981,0.004286662215937894
sg wear,100,8442,0.25,0.25,0.75,boxcar,ScaleControl1,FreqControl,ScaleControl2,0.5206412607187104,0.012063497069600072
